path,cell_crowding_level,cell_polarity_level,mitosis_level,nucleoli_level,pleomorphism_level,freq_id,cl_labels
/data/AttributeGAN/data/Images/116841_010.png,3,2,1,2,2,0,54
/data/AttributeGAN/data/Images/118242_013.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/116633_009.png,3,3,1,2,2,0,66
/data/AttributeGAN/data/Images/LP2_66_4.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/1_00161_sub0_043.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/115924_008.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/1_00161_sub0_025.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/LP7_05_4.png,2,2,1,1,3,0,25
/data/AttributeGAN/data/Images/118633_006.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/1_00064_sub0_035.png,4,0,1,1,3,0,77
/data/AttributeGAN/data/Images/LP3_36_7.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/N10_05_5.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/115832_000.png,3,2,1,2,2,0,54
/data/AttributeGAN/data/Images/N6_06_7.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/118230_005.png,3,2,1,1,2,0,51
/data/AttributeGAN/data/Images/115831_003.png,1,3,1,2,3,0,14
/data/AttributeGAN/data/Images/115853_013.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/H4_21_3.png,3,0,1,1,4,0,47
/data/AttributeGAN/data/Images/1_00063_sub0_032.png,3,0,1,1,2,0,45
/data/AttributeGAN/data/Images/115831_005.png,2,3,1,2,2,0,37
/data/AttributeGAN/data/Images/LP8_52_5.png,3,1,1,1,3,0,50
/data/AttributeGAN/data/Images/LP1_16_7.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/118333_013.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/1_00156_sub0_025.png,0,0,1,1,2,0,4
/data/AttributeGAN/data/Images/118247_003.png,3,0,1,2,2,0,48
/data/AttributeGAN/data/Images/1_00144_sub0_026.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/N9_01_1.png,1,1,1,1,1,0,6
/data/AttributeGAN/data/Images/118345_003.png,2,3,1,1,2,0,35
/data/AttributeGAN/data/Images/2_00079_sub0_056.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/H1_07_7.png,4,3,1,1,4,0,84
/data/AttributeGAN/data/Images/115924_011.png,2,2,1,2,2,0,26
/data/AttributeGAN/data/Images/N5_13_2.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/N10_02_5.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/118247_000.png,2,0,1,1,1,1,100
/data/AttributeGAN/data/Images/118632_008.png,1,3,1,2,3,0,14
/data/AttributeGAN/data/Images/N2_14_3.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/116721_002.png,1,3,1,2,2,0,13
/data/AttributeGAN/data/Images/N5_10_5.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/115863_011.png,3,2,1,1,3,0,52
/data/AttributeGAN/data/Images/N7_03_1.png,1,1,1,1,2,0,7
/data/AttributeGAN/data/Images/1_00072_sub0_034.png,2,2,1,1,2,0,24
/data/AttributeGAN/data/Images/118341_001.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/116801_012.png,1,2,1,1,2,0,9
/data/AttributeGAN/data/Images/115941_007.png,2,1,1,1,2,0,20
/data/AttributeGAN/data/Images/1_00068_sub0_014.png,2,0,1,1,2,0,17
